# DeviceXYZ Surface Profiler v2.1
# Date: 2026-04-15
# Sample: AG Film Test
# Pixel size: 0.5 um
# Height unit: nm
2.4836	-0.6913	3.2384	7.6151	-1.1708	-1.1707	7.8961	3.8372	-2.3474	2.7128	-2.3171	-2.3286	1.2098	-9.5664	-8.6246	-2.8114	-5.0642	1.5712	-4.5401	-7.0615	7.3282	-1.1289	0.3376	-7.1237	-2.7219	0.5546	-5.7550	1.8785	-3.0032	-1.4585	-3.0085	9.2614	-0.0675	-5.2886	4.1127	-6.1042	1.0443	-9.7984	-6.6409	0.9843	3.6923	0.8568	-0.5782	-1.5055	-7.3926	-3.5992	-2.3032	5.2856	1.7181	-8.8152	1.6204	-1.9254	-3.3846	3.0584	5.1550	4.6564	-4.1961	-1.5461	1.6563	4.8777	-2.3959	-0.9283	-5.5317	-5.9810	4.0626	6.7812	-0.3601	5.0177	1.8082	-3.2256	1.8070	7.6902	-0.1791	7.8232	-13.0987	4.1095	0.4352	-1.4950	0.4588	-9.9378	-1.0984	1.7856	7.3895	-2.5914	-4.0425	-2.5088	4.5770	1.6438	-2.6488	2.5663	0.4854	4.8432	-3.5103	-1.6383	-1.9605	-7.3176	1.4806	1.3053	0.0256	-1.1729
-7.0769	-2.1032	-1.7136	-4.0114	-0.8064	2.0203	9.4309	0.8729	1.2878	-0.3722	-9.5939	-0.1326	0.3012	12.3162	-0.9618	1.5077	-0.1736	-5.8434	5.7141	3.7597	3.9552	-4.5469	7.0140	-7.0093	2.9343	10.9523	-4.9527	-2.8315	0.4983	-2.5174	-7.7533	0.3428	-5.3115	2.3680	-4.5971	7.7497	-3.9163	-1.6103	4.0676	-6.1543	1.1373	6.5357	-8.0374	0.9232	1.2994	3.9091	-6.1848	-6.6023	2.6097	1.4849	1.2525	1.7322	-3.4001	1.1613	1.4654	-3.5718	9.3289	2.3692	-5.9565	3.2828	-4.8734	3.9354	5.7930	-4.1034	4.8169	2.0639	4.1103	9.4840	-1.2269	-3.7687	-4.4476	-4.0791	-0.3855	1.7058	1.3835	4.1359	0.0650	7.2677	-1.3233	13.6008	3.1283	-4.2858	-5.3545	2.4124	-1.1173	3.5700	2.3662	-0.3641	-4.2340	-7.5742	-2.2326	4.2820	1.0705	-6.2287	0.8659	1.9266	-4.4193	0.7686	0.2910	-5.7149
1.7889	2.8039	5.4153	5.2690	-6.8883	-4.6891	2.5752	2.5689	2.5752	19.2637	2.8545	5.6778	4.7700	3.2570	-1.5763	3.7948	-3.8641	-1.1841	-2.4268	0.4094	11.5733	-9.3363	3.4313	-8.0636	-2.3597	5.4448	0.3214	-5.3887	-3.5765	3.3980	-3.6518	1.0823	0.2279	-3.2580	10.7197	3.1696	-10.1257	0.9323	-3.3089	4.2622	-3.9626	-0.5737	2.5249	4.3288	-6.0015	-1.6725	-2.3747	-3.2666	8.8273	2.0249	-6.3044	4.5893	10.6108	5.1623	-7.5968	-2.4212	6.3346	-3.5383	2.2191	3.8732	-4.6347	-0.2976	-16.2063	-5.1219	-1.2628	-6.2389	8.1621	-7.1507	-2.2002	0.6537	7.2064	-7.1793	5.8158	0.0512	-4.9075	2.3105	0.9953	-3.0011	0.3490	-1.9266	0.5676	3.3107	7.9301	-6.1891	10.6652	-9.7604	-0.7589	2.9416	1.4050	-3.1135	-1.0406	-2.4650	-2.9468	4.2480	1.7851	-3.4645	4.4980	1.5365	4.0643	3.1481
-4.1450	-2.8009	3.7365	3.0519	-0.1045	0.5866	6.3883	-2.9579	2.7355	-1.0110	-1.0884	5.4939	4.1271	4.0675	6.5274	0.1050	3.4098	-1.5513	1.6208	-0.6507	0.4850	2.9758	-4.0911	10.4619	-5.0301	-6.0709	5.7906	3.9583	3.1206	3.1417	-0.0612	-4.4863	0.3790	-3.3858	4.8756	-0.7353	-4.1275	-1.6069	2.0647	-2.8186	-4.1111	1.2184	1.2248	-2.5347	-2.3552	1.1602	-7.2404	-7.0373	-3.5922	-1.0672	1.5545	7.3768	4.2883	-0.7997	-0.0951	-5.0126	-0.0926	-1.4433	1.6136	-4.1362	2.5967	7.6637	-0.5438	2.0086	3.4507	-2.0061	1.1205	0.0630	0.4884	-3.8650	0.1226	2.4900	7.2557	4.7964	10.7659	-3.8367	4.3616	0.9167	10.9490	-4.0415	-4.1986	-2.9970	-10.6195	-2.6288	-3.7957	0.7520	1.7088	9.3809	4.7521	-2.8845	-4.4921	2.4596	-6.6012	9.1573	5.8972	-2.3459	-8.5657	6.7694	-0.5727	6.1891
-7.9721	-2.9969	0.0262	0.2349	-2.2503	3.1142	-5.3381	-0.7119	0.6015	2.5722	3.5581	-5.6232	-7.6706	6.3884	1.6616	-3.7424	7.7558	0.5784	5.8965	0.3376	10.3037	8.7767	-1.2448	4.8579	3.2269	6.8432	-4.8246	3.4303	5.2921	-8.7937	-5.9163	-10.1962	-1.3470	3.5877	7.5118	0.3705	8.1431	-6.9005	-8.5169	-0.2777	1.9203	-0.1635	-10.3372	-0.4456	-6.5223	3.3484	1.8330	-4.6994	-2.5693	-5.2961	-0.3134	4.7757	-4.9286	2.5202	-2.6513	-3.9644	-0.5352	-5.1762	-2.7682	-5.9894	9.8236	0.1763	-3.4986	1.0699	-0.5616	-1.1048	3.0708	3.7875	-2.6525	-2.8791	-1.3753	-11.5096	-7.5760	6.8344	8.2248	-1.2452	2.8828	1.5563	15.3944	5.5979	-0.6396	-4.7777	-8.0322	1.0173	-3.7818	-7.1113	-3.2329	-5.4077	8.4357	4.4082	-0.0399	7.3997	0.3868	-4.3064	7.6156	2.6946	-5.1862	-0.9517	-4.3781	-6.9140
4.6309	9.5471	-6.9928	2.8148	-3.2532	-2.4356	-2.9620	-4.3200	0.2426	-4.1548	1.3523	-0.2512	-1.1947	-4.5378	-2.8839	3.7770	2.5046	-4.8878	0.4967	3.7569	-8.3470	2.7168	-3.3131	2.8530	-3.8163	-9.0244	-8.1377	0.2404	1.2986	-4.5216	3.1930	-8.3076	-0.3304	-6.0551	-3.2592	0.2370	-4.3021	-1.9228	5.0315	-2.8845	4.1785	-5.6485	2.6490	7.2078	-12.3582	-3.9845	2.8854	-1.0152	1.8557	-3.0199	0.4329	-0.7784	5.8389	1.2721	1.6880	-2.0594	-2.4380	-2.1628	1.9723	-2.1049	1.4489	10.3770	4.3556	-1.6301	6.0061	-2.0404	-10.1906	-5.0404	-9.3540	-1.7576	0.0921	8.3822	1.6346	-1.0955	4.1470	-11.0557	1.1781	3.8543	-7.3929	5.7188	1.6925	-2.0764	3.1639	11.3535	0.9093	1.2411	-2.2968	-4.2492	4.1517	-4.2804	0.3578	-2.3883	2.3949	1.6683	5.1877	-2.5501	-1.3494	-4.8938	-2.2215	1.8865
3.7849	-4.6108	4.3480	6.7782	2.0672	9.3840	-3.8689	-6.2233	-8.8936	7.4802	3.2718	-0.2779	1.3998	-5.6274	12.2288	0.6461	0.5470	3.6288	2.4050	1.1194	-3.9524	2.3573	9.4101	6.7271	7.9659	-2.5561	-4.9480	-0.6289	0.2786	5.4710	-8.4623	7.6478	-0.7900	-2.1344	-5.0605	-8.2743	4.1159	0.3666	-6.4498	-6.4754	-1.6789	8.3451	-1.2980	-7.5157	-1.2287	-1.3636	-13.4844	-0.2715	-1.1547	3.4810	9.2448	5.6328	-1.3444	-5.5326	12.8668	0.2961	0.0696	-0.1206	0.9904	-0.7218	-2.8683	-2.7343	-0.1638	-2.7171	-3.5642	0.5322	-1.2749	7.5200	-13.2548	5.4575	6.2304	-10.3670	-1.7134	-1.8572	-7.0376	-3.8891	-5.5529	8.7614	4.6784	6.3578	3.6084	-5.6453	-2.6226	2.4469	-6.1106	3.5650	-1.2016	-1.8741	3.5548	2.2213	-1.8048	5.7966	-5.4053	3.0797	2.9655	-1.5477	1.6307	-6.2556	4.6201	-0.9245
-2.6136	5.2450	-3.5217	-7.0423	-7.7831	3.0300	-6.4021	8.7740	-10.4096	8.4823	1.0551	-0.4836	-2.7246	1.9957	-0.1882	5.5165	0.5711	0.7515	-1.8181	-0.2847	1.5390	-8.5508	-6.7409	3.7163	0.8543	-0.9199	0.0922	1.7379	-2.6988	-3.8915	0.9792	-4.8919	2.0413	-8.5129	5.1458	2.3630	1.2801	4.9135	8.3274	5.0719	-9.2044	-6.3979	-3.1241	0.1305	2.5883	-3.6287	0.9338	-3.7769	-3.0576	-7.0333	-4.6162	-6.7584	-4.8794	5.2682	-4.7470	13.1619	2.4666	0.9242	-4.2918	3.5015	-2.8782	0.6100	12.8004	-0.4803	5.7464	-3.5159	-0.1749	8.8540	-3.1348	9.0622	3.5388	-2.8123	3.1620	4.8628	3.1090	-7.8511	-3.6357	-1.2376	-0.3722	3.1034	0.8885	-6.6767	1.9010	3.0529	2.7990	5.4039	4.1696	2.2959	-0.3508	-8.3048	2.1481	1.0384	1.3579	-6.3837	-5.4053	5.2658	-0.1978	3.4075	0.1416	0.1488
4.6914	-2.5802	0.4806	-2.3114	-2.1725	-1.5459	1.1107	-2.3937	6.2788	-4.4730	-0.9344	-2.1987	7.2349	0.9828	5.1592	-7.4278	1.3353	4.4482	0.4114	5.3274	-2.5864	7.0467	11.4945	-1.8142	-2.2275	7.2669	7.8979	-2.6143	-2.1009	-1.4089	-6.7223	-4.5933	-5.0207	-3.8390	-0.1734	1.1711	7.7525	-4.9918	4.9216	-1.0699	-0.2473	3.3741	-5.6136	1.9120	0.8323	2.4623	1.4458	12.2765	-3.1887	-2.6550	-3.1157	-2.7774	-3.1869	5.9451	7.1025	-2.8537	-4.1618	2.3571	-2.7611	3.1647	1.0146	-7.5787	7.7375	8.9794	-3.0639	-1.9385	1.4293	1.6723	3.2927	10.0510	-0.8847	-3.9915	-6.8966	-3.6547	-0.1656	8.9728	-2.5881	1.1189	-0.0821	5.9420	12.6347	-2.6543	-2.4472	5.2208	3.4095	9.2335	2.9196	-1.7965	2.9533	5.5435	4.1024	2.5364	5.3334	5.8465	6.9108	3.2435	-0.8356	0.7336	6.0325	-4.0847
1.8434	-1.9667	0.1437	6.3923	0.9555	0.2322	-6.7993	3.7313	3.2274	10.8163	-1.5389	1.0958	1.2469	7.8873	-0.4765	1.3951	3.0395	0.9330	-2.2322	0.9704	5.3682	-5.1326	0.6648	-3.5006	5.9752	-7.6159	-2.7946	1.8861	7.8276	-0.3288	-2.7760	9.4058	-7.2401	-10.9940	2.2001	-2.5103	-5.1062	3.5418	1.2190	-2.8204	-6.4015	4.3623	3.2510	-0.4959	9.2332	-5.3504	-7.6276	-3.4595	-0.2279	1.2167	-1.2062	1.7603	-6.2577	7.2188	-0.4108	5.5865	1.7136	2.2838	2.8488	2.2385	3.2136	6.6458	0.9826	3.5450	-0.4487	7.2006	-3.3820	9.0047	-0.2008	-7.1539	0.6405	-3.4053	4.2032	-3.2631	-2.2309	-9.4477	-2.2615	-12.1194	-7.9195	3.8021	3.9290	2.1273	-4.8349	-0.2386	-0.0180	-5.7918	7.5170	4.3868	-1.1048	0.1344	1.0419	-10.2087	-1.2359	-3.4099	-5.0081	-1.4055	8.9884	3.2042	-2.8559	2.8629
